invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,hour,day_of_week,month,Revenue,Profit,price_range,time_segment,is_weekend,transaction_size
740,WALM084,Schertz,Home and lifestyle,93.96,9.0,2019-03-20,1900-01-01 11:32:00,Cash,9.8,0.33,11,Wednesday,March,845.64,279.0612,High,Morning,False,Very Large
741,WALM047,Flower Mound,Home and lifestyle,55.61,7.0,2019-03-23,1900-01-01 12:41:00,Cash,8.5,0.48,12,Saturday,March,389.27,186.84959999999998,High,Morning,True,Large
742,WALM076,Huntsville,Food and beverages,84.83,1.0,2019-01-14,1900-01-01 15:20:00,Ewallet,8.8,0.33,15,Monday,January,84.83,27.9939,High,Afternoon,False,Medium
743,WALM048,Harlingen,Sports and travel,71.63,2.0,2019-12-02,1900-01-01 14:33:00,Ewallet,8.8,0.48,14,Monday,December,143.26,68.7648,High,Afternoon,False,Medium
744,WALM067,Haltom City,Home and lifestyle,37.69,2.0,2019-02-20,1900-01-01 15:29:00,Ewallet,9.5,0.33,15,Wednesday,February,75.38,24.8754,Medium,Afternoon,False,Medium
745,WALM002,Dallas,Sports and travel,31.67,8.0,2019-02-01,1900-01-01 16:19:00,Credit card,5.6,0.36,16,Friday,February,253.36,91.2096,Medium,Afternoon,False,Large
746,WALM081,Friendswood,Food and beverages,38.42,1.0,2019-02-02,1900-01-01 16:33:00,Cash,8.6,0.33,16,Saturday,February,38.42,12.678600000000001,Medium,Afternoon,True,Small
747,WALM062,Galveston,Fashion accessories,65.23,10.0,2019-08-01,1900-01-01 19:07:00,Credit card,5.2,0.33,19,Thursday,August,652.3000000000001,215.25900000000004,High,Evening,False,Very Large
748,WALM016,Brownsville,Home and lifestyle,10.53,5.0,2019-01-30,1900-01-01 14:43:00,Credit card,5.8,0.48,14,Wednesday,January,52.65,25.272,Low,Afternoon,False,Medium
749,WALM025,Waco,Home and lifestyle,12.29,9.0,2019-03-26,1900-01-01 19:28:00,Credit card,8.0,0.48,19,Tuesday,March,110.60999999999999,53.09279999999999,Low,Evening,False,Medium
750,WALM005,Fort Worth,Health and beauty,81.23,7.0,2019-01-15,1900-01-01 20:44:00,Cash,9.0,0.48,20,Tuesday,January,568.61,272.9328,High,Evening,False,Very Large
751,WALM060,DeSoto,Fashion accessories,22.32,4.0,2019-03-14,1900-01-01 11:16:00,Ewallet,4.1,0.33,11,Thursday,March,89.28,29.462400000000002,Medium,Morning,False,Medium
752,WALM090,Brownwood,Food and beverages,27.28,5.0,2019-03-02,1900-01-01 10:31:00,Credit card,8.6,0.33,10,Saturday,March,136.4,45.012,Medium,Morning,True,Medium
753,WALM075,San Marcos,Electronic accessories,17.42,10.0,2019-02-22,1900-01-01 12:30:00,Ewallet,7.0,0.33,12,Friday,February,174.20000000000002,57.48600000000001,Low,Morning,False,Large
754,WALM074,Weslaco,Home and lifestyle,73.28,5.0,2019-01-24,1900-01-01 15:05:00,Cash,8.4,0.33,15,Thursday,January,366.4,120.91199999999999,High,Afternoon,False,Large
755,WALM021,McAllen,Fashion accessories,84.87,3.0,2019-01-25,1900-01-01 18:30:00,Ewallet,7.4,0.48,18,Friday,January,254.61,122.2128,High,Afternoon,False,Large
756,WALM072,Lancaster,Fashion accessories,97.29,8.0,2019-09-03,1900-01-01 13:18:00,Credit card,6.2,0.33,13,Tuesday,September,778.32,256.84560000000005,High,Afternoon,False,Very Large
757,WALM077,Coppell,Electronic accessories,35.74,8.0,2019-02-17,1900-01-01 15:28:00,Ewallet,4.9,0.33,15,Sunday,February,285.92,94.35360000000001,Medium,Afternoon,True,Large
758,WALM063,Georgetown,Home and lifestyle,96.52,6.0,2019-11-01,1900-01-01 11:52:00,Cash,4.5,0.33,11,Friday,November,579.12,191.1096,High,Morning,False,Very Large
759,WALM064,Bedford,Food and beverages,18.85,10.0,2019-02-27,1900-01-01 18:24:00,Ewallet,5.6,0.33,18,Wednesday,February,188.5,62.205000000000005,Low,Afternoon,False,Large
760,WALM028,Odessa,Food and beverages,55.39,4.0,2019-03-25,1900-01-01 15:19:00,Ewallet,8.0,0.48,15,Monday,March,221.56,106.3488,High,Afternoon,False,Large
761,WALM003,San Antonio,Food and beverages,77.2,10.0,2019-11-02,1900-01-01 10:38:00,Credit card,5.6,0.48,10,Saturday,November,772.0,370.56,High,Morning,True,Very Large
762,WALM069,Rockwall,Electronic accessories,72.13,10.0,2019-01-31,1900-01-01 15:12:00,Credit card,4.2,0.33,15,Thursday,January,721.3,238.029,High,Afternoon,False,Very Large
763,WALM071,Lufkin,Fashion accessories,63.88,8.0,2019-01-20,1900-01-01 17:48:00,Ewallet,9.9,0.33,17,Sunday,January,511.04,168.6432,High,Afternoon,True,Very Large
764,WALM070,Hurst,Health and beauty,10.69,5.0,2019-03-26,1900-01-01 11:07:00,Ewallet,7.6,0.33,11,Tuesday,March,53.449999999999996,17.6385,Low,Morning,False,Medium
765,WALM004,Austin,Health and beauty,55.5,4.0,2019-01-20,1900-01-01 15:48:00,Credit card,6.6,0.48,15,Sunday,January,222.0,106.56,High,Afternoon,True,Large
766,WALM017,McKinney,Home and lifestyle,95.46,8.0,2019-05-03,1900-01-01 19:40:00,Ewallet,4.7,0.48,19,Friday,May,763.68,366.5664,High,Evening,False,Very Large
767,WALM056,Rowlett,Fashion accessories,76.06,3.0,2019-05-01,1900-01-01 20:30:00,Credit card,9.8,0.33,20,Wednesday,May,228.18,75.2994,High,Evening,False,Large
768,WALM006,El Paso,Sports and travel,13.69,6.0,2019-02-13,1900-01-01 13:59:00,Cash,6.3,0.48,13,Wednesday,February,82.14,39.4272,Low,Afternoon,False,Medium
769,WALM049,North Richland Hills,Electronic accessories,95.64,4.0,2019-03-16,1900-01-01 18:51:00,Cash,7.9,0.48,18,Saturday,March,382.56,183.62879999999998,High,Afternoon,True,Large
770,WALM020,Killeen,Home and lifestyle,11.43,6.0,2019-01-15,1900-01-01 17:24:00,Cash,7.7,0.48,17,Tuesday,January,68.58,32.9184,Low,Afternoon,False,Medium
771,WALM065,Texas City,Sports and travel,95.54,4.0,2019-02-26,1900-01-01 11:58:00,Ewallet,4.5,0.33,11,Tuesday,February,382.16,126.11280000000001,High,Morning,False,Large
772,WALM039,Longview,Health and beauty,85.87,7.0,2019-02-27,1900-01-01 19:01:00,Credit card,8.0,0.48,19,Wednesday,February,601.09,288.52320000000003,High,Evening,False,Very Large
773,WALM046,Temple,Sports and travel,67.99,7.0,2019-02-17,1900-01-01 16:50:00,Ewallet,5.7,0.48,16,Sunday,February,475.92999999999995,228.44639999999995,High,Afternoon,True,Large
774,WALM060,DeSoto,Food and beverages,52.42,1.0,2019-06-02,1900-01-01 10:22:00,Credit card,6.3,0.33,10,Sunday,June,52.42,17.2986,High,Morning,True,Medium
775,WALM052,Mansfield,Food and beverages,65.65,2.0,2019-01-17,1900-01-01 16:46:00,Cash,6.0,0.57,16,Thursday,January,131.3,74.841,High,Afternoon,False,Medium
776,WALM053,Conroe,Food and beverages,28.86,5.0,2019-01-22,1900-01-01 18:08:00,Credit card,8.0,0.57,18,Tuesday,January,144.3,82.251,Medium,Afternoon,False,Medium
777,WALM084,Schertz,Health and beauty,65.31,7.0,2019-05-03,1900-01-01 18:02:00,Credit card,4.2,0.33,18,Friday,May,457.17,150.86610000000002,High,Afternoon,False,Large
778,WALM096,Eagle Pass,Sports and travel,93.38,1.0,2019-03-01,1900-01-01 13:07:00,Cash,9.6,0.33,13,Friday,March,93.38,30.8154,High,Afternoon,False,Medium
779,WALM031,Lewisville,Sports and travel,25.25,5.0,2019-03-20,1900-01-01 17:52:00,Cash,6.1,0.48,17,Wednesday,March,126.25,60.599999999999994,Medium,Afternoon,False,Medium
780,WALM095,Big Spring,Electronic accessories,87.87,9.0,2019-01-31,1900-01-01 20:32:00,Ewallet,5.6,0.33,20,Thursday,January,790.83,260.9739,High,Evening,False,Very Large
781,WALM005,Fort Worth,Health and beauty,21.8,8.0,2019-02-19,1900-01-01 19:24:00,Cash,8.3,0.48,19,Tuesday,February,174.4,83.712,Medium,Evening,False,Large
782,WALM022,Mesquite,Sports and travel,94.76,4.0,2019-11-02,1900-01-01 16:06:00,Ewallet,7.8,0.48,16,Saturday,November,379.04,181.9392,High,Afternoon,True,Large
783,WALM063,Georgetown,Fashion accessories,30.62,1.0,2019-05-02,1900-01-01 14:14:00,Credit card,4.1,0.33,14,Thursday,May,30.62,10.104600000000001,Medium,Afternoon,False,Small
784,WALM055,Waxahachie,Home and lifestyle,44.01,8.0,2019-03-03,1900-01-01 17:36:00,Cash,8.8,0.33,17,Sunday,March,352.08,116.1864,Medium,Afternoon,True,Large
785,WALM069,Rockwall,Health and beauty,10.16,5.0,2019-02-24,1900-01-01 13:08:00,Ewallet,4.1,0.33,13,Sunday,February,50.8,16.764,Low,Afternoon,True,Medium
786,WALM087,Waxahachie,Electronic accessories,74.58,7.0,2019-04-02,1900-01-01 16:09:00,Credit card,9.0,0.33,16,Tuesday,April,522.06,172.2798,High,Afternoon,False,Very Large
787,WALM062,Galveston,Electronic accessories,71.89,8.0,2019-02-19,1900-01-01 11:33:00,Ewallet,5.5,0.33,11,Tuesday,February,575.12,189.7896,High,Morning,False,Very Large
788,WALM025,Waco,Health and beauty,10.99,5.0,2019-01-23,1900-01-01 10:18:00,Credit card,9.3,0.48,10,Wednesday,January,54.95,26.376,Low,Morning,False,Medium
789,WALM017,McKinney,Health and beauty,60.47,3.0,2019-01-14,1900-01-01 10:55:00,Credit card,5.6,0.48,10,Monday,January,181.41,87.07679999999999,High,Morning,False,Large
790,WALM089,Southlake,Sports and travel,58.91,7.0,2019-01-17,1900-01-01 15:15:00,Ewallet,9.7,0.33,15,Thursday,January,412.37,136.0821,High,Afternoon,False,Large
791,WALM031,Lewisville,Fashion accessories,46.41,1.0,2019-03-03,1900-01-01 20:06:00,Credit card,4.0,0.48,20,Sunday,March,46.41,22.276799999999998,Medium,Evening,True,Small
792,WALM038,Sugar Land,Health and beauty,68.55,4.0,2019-02-15,1900-01-01 20:21:00,Credit card,9.2,0.48,20,Friday,February,274.2,131.61599999999999,High,Evening,False,Large
793,WALM008,Corpus Christi,Home and lifestyle,97.37,10.0,2019-01-15,1900-01-01 13:48:00,Credit card,4.9,0.48,13,Tuesday,January,973.7,467.376,High,Afternoon,False,Very Large
794,WALM022,Mesquite,Electronic accessories,92.6,7.0,2019-02-27,1900-01-01 12:52:00,Credit card,9.3,0.48,12,Wednesday,February,648.1999999999999,311.13599999999997,High,Morning,False,Very Large
795,WALM100,Canyon,Electronic accessories,46.61,2.0,2019-02-26,1900-01-01 12:28:00,Credit card,6.6,0.18,12,Tuesday,February,93.22,16.7796,Medium,Morning,False,Medium
796,WALM001,Houston,Fashion accessories,27.18,2.0,2019-03-15,1900-01-01 16:26:00,Ewallet,4.3,0.36,16,Friday,March,54.36,19.569599999999998,Medium,Afternoon,False,Medium
797,WALM067,Haltom City,Home and lifestyle,60.87,1.0,2019-01-24,1900-01-01 13:24:00,Cash,5.5,0.33,13,Thursday,January,60.87,20.0871,High,Afternoon,False,Medium
798,WALM072,Lancaster,Sports and travel,24.49,10.0,2019-02-22,1900-01-01 15:15:00,Cash,8.1,0.33,15,Friday,February,244.89999999999998,80.817,Medium,Afternoon,False,Large
799,WALM098,Mineral Wells,Health and beauty,92.78,1.0,2019-03-15,1900-01-01 10:50:00,Credit card,9.8,0.18,10,Friday,March,92.78,16.7004,High,Morning,False,Medium
800,WALM067,Haltom City,Home and lifestyle,86.69,5.0,2019-11-02,1900-01-01 18:38:00,Ewallet,9.4,0.33,18,Saturday,November,433.45,143.0385,High,Afternoon,True,Large
801,WALM075,San Marcos,Sports and travel,23.01,6.0,2019-12-01,1900-01-01 16:45:00,Ewallet,7.9,0.33,16,Sunday,December,138.06,45.5598,Medium,Afternoon,True,Medium
802,WALM005,Fort Worth,Electronic accessories,30.2,8.0,2019-03-03,1900-01-01 19:30:00,Ewallet,5.1,0.48,19,Sunday,March,241.6,115.96799999999999,Medium,Evening,True,Large
803,WALM037,League City,Fashion accessories,67.39,7.0,2019-03-23,1900-01-01 13:23:00,Ewallet,6.9,0.48,13,Saturday,March,471.73,226.4304,High,Afternoon,True,Large
804,WALM096,Eagle Pass,Fashion accessories,48.96,9.0,2019-04-03,1900-01-01 11:27:00,Cash,8.0,0.18,11,Wednesday,April,440.64,79.31519999999999,Medium,Morning,False,Large
805,WALM009,Plano,Electronic accessories,75.59,9.0,2019-02-23,1900-01-01 11:12:00,Cash,8.0,0.48,11,Saturday,February,680.3100000000001,326.5488,High,Morning,True,Very Large
806,WALM074,Weslaco,Home and lifestyle,77.47,4.0,2019-03-17,1900-01-01 16:36:00,Cash,4.2,0.33,16,Sunday,March,309.88,102.2604,High,Afternoon,True,Large
807,WALM080,Nacogdoches,Sports and travel,93.18,2.0,2019-01-16,1900-01-01 18:41:00,Credit card,8.5,0.33,18,Wednesday,January,186.36,61.49880000000001,High,Afternoon,False,Large
808,WALM025,Waco,Electronic accessories,50.23,4.0,2019-08-01,1900-01-01 17:12:00,Cash,9.0,0.48,17,Thursday,August,200.92,96.4416,High,Afternoon,False,Large
809,WALM040,Edinburg,Health and beauty,17.75,1.0,2019-01-14,1900-01-01 10:38:00,Cash,8.6,0.48,10,Monday,January,17.75,8.52,Low,Morning,False,Small
810,WALM059,Pflugerville,Fashion accessories,62.18,10.0,2019-01-31,1900-01-01 10:33:00,Ewallet,6.0,0.33,10,Thursday,January,621.8,205.194,High,Morning,False,Very Large
811,WALM016,Brownsville,Health and beauty,10.75,8.0,2019-03-15,1900-01-01 14:38:00,Ewallet,6.2,0.48,14,Friday,March,86.0,41.28,Low,Afternoon,False,Medium
812,WALM082,Weslaco,Electronic accessories,40.26,10.0,2019-02-24,1900-01-01 18:06:00,Cash,5.0,0.33,18,Sunday,February,402.59999999999997,132.858,Medium,Afternoon,True,Large
813,WALM086,Rosenberg,Sports and travel,64.97,5.0,2019-08-02,1900-01-01 12:52:00,Credit card,6.5,0.33,12,Friday,August,324.85,107.20050000000002,High,Morning,False,Large
814,WALM077,Coppell,Electronic accessories,95.15,1.0,2019-03-22,1900-01-01 14:00:00,Cash,6.0,0.33,14,Friday,March,95.15,31.399500000000003,High,Afternoon,False,Medium
815,WALM028,Odessa,Electronic accessories,48.62,8.0,2019-01-24,1900-01-01 10:57:00,Cash,5.0,0.48,10,Thursday,January,388.96,186.7008,Medium,Morning,False,Large
816,WALM072,Lancaster,Food and beverages,53.21,8.0,2019-03-14,1900-01-01 16:45:00,Ewallet,5.0,0.33,16,Thursday,March,425.68,140.4744,High,Afternoon,False,Large
817,WALM058,Port Arthur,Fashion accessories,45.44,7.0,2019-01-23,1900-01-01 11:15:00,Cash,9.2,0.33,11,Wednesday,January,318.08,104.9664,Medium,Morning,False,Large
818,WALM078,Del Rio,Food and beverages,33.88,8.0,2019-01-19,1900-01-01 20:29:00,Ewallet,9.6,0.33,20,Saturday,January,271.04,89.4432,Medium,Evening,True,Large
819,WALM008,Corpus Christi,Health and beauty,96.16,4.0,2019-01-27,1900-01-01 20:03:00,Credit card,8.4,0.48,20,Sunday,January,384.64,184.6272,High,Evening,True,Large
820,WALM086,Rosenberg,Food and beverages,47.16,5.0,2019-03-02,1900-01-01 14:35:00,Credit card,6.0,0.33,14,Saturday,March,235.79999999999998,77.814,Medium,Afternoon,True,Large
821,WALM069,Rockwall,Electronic accessories,52.89,4.0,2019-03-25,1900-01-01 16:32:00,Ewallet,6.7,0.33,16,Monday,March,211.56,69.8148,High,Afternoon,False,Large
822,WALM009,Plano,Home and lifestyle,47.68,2.0,2019-02-24,1900-01-01 10:10:00,Credit card,4.1,0.48,10,Sunday,February,95.36,45.7728,Medium,Morning,True,Medium
823,WALM048,Harlingen,Sports and travel,10.17,1.0,2019-07-02,1900-01-01 14:15:00,Cash,5.9,0.48,14,Tuesday,July,10.17,4.8816,Low,Afternoon,False,Small
824,WALM035,San Angelo,Health and beauty,68.71,3.0,2019-04-03,1900-01-01 10:05:00,Cash,8.7,0.48,10,Wednesday,April,206.13,98.94239999999999,High,Morning,False,Large
825,WALM042,Bryan,Sports and travel,60.08,7.0,2019-02-14,1900-01-01 11:36:00,Credit card,4.5,0.48,11,Thursday,February,420.56,201.8688,High,Morning,False,Large
826,WALM011,Lubbock,Sports and travel,22.01,4.0,2019-01-29,1900-01-01 18:15:00,Credit card,6.6,0.48,18,Tuesday,January,88.04,42.2592,Medium,Afternoon,False,Medium
827,WALM073,Seguin,Health and beauty,72.11,9.0,2019-01-28,1900-01-01 13:53:00,Credit card,7.7,0.33,13,Monday,January,648.99,214.16670000000002,High,Afternoon,False,Very Large
828,WALM009,Plano,Fashion accessories,41.28,3.0,2019-03-26,1900-01-01 18:37:00,Credit card,8.5,0.48,18,Tuesday,March,123.84,59.4432,Medium,Afternoon,False,Medium
829,WALM020,Killeen,Electronic accessories,64.95,10.0,2019-03-24,1900-01-01 18:27:00,Cash,5.2,0.48,18,Sunday,March,649.5,311.76,High,Afternoon,True,Very Large
830,WALM011,Lubbock,Electronic accessories,74.22,10.0,2019-01-01,1900-01-01 14:42:00,Credit card,4.3,0.48,14,Tuesday,January,742.2,356.25600000000003,High,Afternoon,False,Very Large
831,WALM003,San Antonio,Electronic accessories,10.56,8.0,2019-01-24,1900-01-01 17:43:00,Cash,7.6,0.48,17,Thursday,January,84.48,40.5504,Low,Afternoon,False,Medium
832,WALM087,Waxahachie,Health and beauty,62.57,4.0,2019-02-25,1900-01-01 18:37:00,Cash,9.5,0.33,18,Monday,February,250.28,82.5924,High,Afternoon,False,Large
833,WALM078,Del Rio,Sports and travel,11.85,8.0,2019-09-01,1900-01-01 16:34:00,Cash,4.1,0.33,16,Sunday,September,94.8,31.284,Low,Afternoon,True,Medium
834,WALM082,Weslaco,Health and beauty,91.3,1.0,2019-02-14,1900-01-01 14:42:00,Cash,9.2,0.33,14,Thursday,February,91.3,30.129,High,Afternoon,False,Medium
835,WALM060,DeSoto,Home and lifestyle,40.73,7.0,2019-12-03,1900-01-01 11:01:00,Ewallet,5.4,0.33,11,Tuesday,December,285.10999999999996,94.0863,Medium,Morning,False,Large
836,WALM074,Weslaco,Fashion accessories,52.38,1.0,2019-03-26,1900-01-01 19:44:00,Cash,5.8,0.33,19,Tuesday,March,52.38,17.285400000000003,High,Evening,False,Medium
837,WALM083,Farmers Branch,Fashion accessories,38.54,5.0,2019-09-01,1900-01-01 13:34:00,Ewallet,5.6,0.33,13,Sunday,September,192.7,63.591,Medium,Afternoon,True,Large
838,WALM098,Mineral Wells,Sports and travel,44.63,6.0,2019-02-01,1900-01-01 20:08:00,Credit card,5.1,0.18,20,Friday,February,267.78000000000003,48.2004,Medium,Evening,False,Large
839,WALM076,Huntsville,Electronic accessories,55.87,10.0,2019-01-15,1900-01-01 15:01:00,Cash,5.8,0.33,15,Tuesday,January,558.6999999999999,184.37099999999998,High,Afternoon,False,Very Large
840,WALM085,Kerrville,Sports and travel,29.22,6.0,2019-01-01,1900-01-01 11:40:00,Ewallet,5.0,0.33,11,Tuesday,January,175.32,57.8556,Medium,Morning,False,Large
841,WALM056,Rowlett,Fashion accessories,51.94,3.0,2019-02-15,1900-01-01 15:21:00,Cash,7.9,0.33,15,Friday,February,155.82,51.4206,High,Afternoon,False,Large
842,WALM070,Hurst,Electronic accessories,60.3,1.0,2019-02-28,1900-01-01 17:38:00,Cash,6.0,0.33,17,Thursday,February,60.3,19.899,High,Afternoon,False,Medium
843,WALM080,Nacogdoches,Sports and travel,39.47,2.0,2019-02-03,1900-01-01 16:16:00,Credit card,5.0,0.33,16,Sunday,February,78.94,26.0502,Medium,Afternoon,True,Medium
844,WALM061,Cedar Park,Food and beverages,14.87,2.0,2019-02-13,1900-01-01 18:15:00,Credit card,8.9,0.33,18,Wednesday,February,29.74,9.8142,Low,Afternoon,False,Small
845,WALM051,New Braunfels,Fashion accessories,21.32,1.0,2019-01-26,1900-01-01 12:43:00,Cash,5.9,0.48,12,Saturday,January,21.32,10.2336,Medium,Morning,True,Small
846,WALM051,New Braunfels,Electronic accessories,93.78,3.0,2019-01-30,1900-01-01 11:32:00,Credit card,5.9,0.57,11,Wednesday,January,281.34000000000003,160.3638,High,Morning,False,Large
847,WALM018,Frisco,Electronic accessories,73.26,1.0,2019-01-27,1900-01-01 18:08:00,Ewallet,9.7,0.48,18,Sunday,January,73.26,35.1648,High,Afternoon,True,Medium
848,WALM026,Denton,Sports and travel,22.38,1.0,2019-01-30,1900-01-01 17:08:00,Credit card,8.6,0.48,17,Wednesday,January,22.38,10.7424,Medium,Afternoon,False,Small
849,WALM017,McKinney,Food and beverages,72.88,9.0,2019-08-01,1900-01-01 19:38:00,Cash,4.0,0.48,19,Thursday,August,655.92,314.84159999999997,High,Evening,False,Very Large
850,WALM033,Pearland,Fashion accessories,99.1,6.0,2019-01-19,1900-01-01 13:11:00,Cash,4.2,0.48,13,Saturday,January,594.5999999999999,285.40799999999996,High,Afternoon,True,Very Large
851,WALM055,Waxahachie,Fashion accessories,74.1,1.0,2019-01-25,1900-01-01 11:05:00,Cash,9.2,0.33,11,Friday,January,74.1,24.453,High,Morning,False,Medium
852,WALM054,Sherman,Fashion accessories,98.48,2.0,2019-02-19,1900-01-01 10:12:00,Ewallet,9.2,0.21,10,Tuesday,February,196.96,41.3616,High,Morning,False,Large
853,WALM030,Richardson,Health and beauty,53.19,7.0,2019-01-14,1900-01-01 15:42:00,Ewallet,5.0,0.48,15,Monday,January,372.33,178.71839999999997,High,Afternoon,False,Large
854,WALM093,Angleton,Electronic accessories,52.79,10.0,2019-02-25,1900-01-01 11:58:00,Ewallet,10.0,0.33,11,Monday,February,527.9,174.207,High,Morning,False,Very Large
855,WALM087,Waxahachie,Health and beauty,95.95,5.0,2019-01-23,1900-01-01 14:21:00,Ewallet,8.8,0.33,14,Wednesday,January,479.75,158.3175,High,Afternoon,False,Large
856,WALM093,Angleton,Fashion accessories,36.51,9.0,2019-02-16,1900-01-01 10:52:00,Cash,4.2,0.33,10,Saturday,February,328.59,108.43469999999999,Medium,Morning,True,Large
857,WALM049,North Richland Hills,Food and beverages,21.12,8.0,2019-01-01,1900-01-01 19:31:00,Cash,6.3,0.48,19,Tuesday,January,168.96,81.1008,Medium,Evening,False,Large
858,WALM067,Haltom City,Home and lifestyle,28.31,4.0,2019-07-03,1900-01-01 18:35:00,Cash,8.2,0.33,18,Wednesday,July,113.24,37.3692,Medium,Afternoon,False,Medium
859,WALM093,Angleton,Health and beauty,57.59,6.0,2019-02-15,1900-01-01 13:51:00,Cash,5.1,0.33,13,Friday,February,345.54,114.02820000000001,High,Afternoon,False,Large
860,WALM097,Alice,Food and beverages,47.63,9.0,2019-01-23,1900-01-01 12:35:00,Cash,5.0,0.18,12,Wednesday,January,428.67,77.1606,Medium,Morning,False,Large
861,WALM078,Del Rio,Home and lifestyle,86.27,1.0,2019-02-20,1900-01-01 13:24:00,Ewallet,7.0,0.33,13,Wednesday,February,86.27,28.4691,High,Afternoon,False,Medium
862,WALM068,Burleson,Sports and travel,12.76,2.0,2019-08-01,1900-01-01 18:06:00,Ewallet,7.8,0.33,18,Thursday,August,25.52,8.4216,Low,Afternoon,False,Small
863,WALM031,Lewisville,Home and lifestyle,11.28,9.0,2019-03-17,1900-01-01 11:55:00,Credit card,4.3,0.48,11,Sunday,March,101.52,48.7296,Low,Morning,True,Medium
864,WALM014,Amarillo,Home and lifestyle,51.07,7.0,2019-12-01,1900-01-01 11:42:00,Cash,7.0,0.48,11,Sunday,December,357.49,171.5952,High,Morning,True,Large
865,WALM052,Mansfield,Electronic accessories,79.59,3.0,2019-08-01,1900-01-01 14:30:00,Cash,6.6,0.57,14,Thursday,August,238.77,136.0989,High,Afternoon,False,Large
866,WALM075,San Marcos,Health and beauty,33.81,3.0,2019-01-26,1900-01-01 15:11:00,Ewallet,7.3,0.33,15,Saturday,January,101.43,33.471900000000005,Medium,Afternoon,True,Medium
867,WALM085,Kerrville,Sports and travel,90.53,8.0,2019-03-15,1900-01-01 14:48:00,Credit card,6.5,0.33,14,Friday,March,724.24,238.9992,High,Afternoon,False,Very Large
868,WALM053,Conroe,Health and beauty,62.82,2.0,2019-01-17,1900-01-01 12:36:00,Ewallet,4.9,0.57,12,Thursday,January,125.64,71.61479999999999,High,Morning,False,Medium
869,WALM051,New Braunfels,Food and beverages,24.31,3.0,2019-08-01,1900-01-01 19:09:00,Credit card,4.3,0.48,19,Thursday,August,72.92999999999999,35.00639999999999,Medium,Evening,False,Medium
870,WALM035,San Angelo,Sports and travel,64.59,4.0,2019-06-01,1900-01-01 13:35:00,Ewallet,9.3,0.48,13,Saturday,June,258.36,124.0128,High,Afternoon,True,Large
871,WALM074,Weslaco,Food and beverages,24.82,7.0,2019-02-16,1900-01-01 10:33:00,Cash,7.1,0.33,10,Saturday,February,173.74,57.3342,Medium,Morning,True,Large
872,WALM091,Little Elm,Fashion accessories,56.5,1.0,2019-03-13,1900-01-01 15:45:00,Ewallet,9.6,0.33,15,Wednesday,March,56.5,18.645,High,Afternoon,False,Medium
873,WALM005,Fort Worth,Electronic accessories,21.43,10.0,2019-01-28,1900-01-01 11:51:00,Cash,6.2,0.48,11,Monday,January,214.3,102.864,Medium,Morning,False,Large
874,WALM059,Pflugerville,Sports and travel,89.06,6.0,2019-01-18,1900-01-01 17:26:00,Cash,9.9,0.33,17,Friday,January,534.36,176.33880000000002,High,Afternoon,False,Very Large
875,WALM046,Temple,Home and lifestyle,23.29,4.0,2019-03-19,1900-01-01 11:52:00,Credit card,5.9,0.48,11,Tuesday,March,93.16,44.7168,Medium,Morning,False,Medium
876,WALM067,Haltom City,Home and lifestyle,65.26,8.0,2019-03-15,1900-01-01 14:04:00,Ewallet,6.3,0.33,14,Friday,March,522.08,172.28640000000001,High,Afternoon,False,Very Large
877,WALM046,Temple,Fashion accessories,52.35,1.0,2019-12-02,1900-01-01 17:49:00,Cash,4.0,0.48,17,Monday,December,52.35,25.128,High,Afternoon,False,Medium
878,WALM047,Flower Mound,Electronic accessories,39.75,1.0,2019-02-25,1900-01-01 20:19:00,Cash,6.1,0.48,20,Monday,February,39.75,19.08,Medium,Evening,False,Small
879,WALM067,Haltom City,Electronic accessories,90.02,8.0,2019-03-21,1900-01-01 16:08:00,Credit card,4.5,0.33,16,Thursday,March,720.16,237.6528,High,Afternoon,False,Very Large
880,WALM013,Irving,Electronic accessories,12.1,8.0,2019-01-19,1900-01-01 10:17:00,Ewallet,8.6,0.48,10,Saturday,January,96.8,46.464,Low,Morning,True,Medium
881,WALM023,Midland,Food and beverages,33.21,10.0,2019-08-01,1900-01-01 14:25:00,Ewallet,6.0,0.48,14,Thursday,August,332.1,159.40800000000002,Medium,Afternoon,False,Large
882,WALM084,Schertz,Fashion accessories,10.18,8.0,2019-03-30,1900-01-01 12:51:00,Credit card,9.5,0.33,12,Saturday,March,81.44,26.8752,Low,Morning,True,Medium
883,WALM090,Brownwood,Sports and travel,31.99,10.0,2019-02-20,1900-01-01 15:18:00,Credit card,9.9,0.33,15,Wednesday,February,319.9,105.567,Medium,Afternoon,False,Large
884,WALM082,Weslaco,Home and lifestyle,34.42,6.0,2019-03-30,1900-01-01 12:45:00,Cash,7.5,0.33,12,Saturday,March,206.52,68.1516,Medium,Morning,True,Large
885,WALM003,San Antonio,Food and beverages,83.34,2.0,2019-03-19,1900-01-01 13:37:00,Cash,7.6,0.48,13,Tuesday,March,166.68,80.0064,High,Afternoon,False,Large
886,WALM015,Grand Prairie,Sports and travel,45.58,7.0,2019-01-13,1900-01-01 10:03:00,Cash,5.0,0.48,10,Sunday,January,319.06,153.1488,Medium,Morning,True,Large
